00000001400000008081e7c2a3820200,13,13
00000001400000008181e78281020000,13,26
00000001700000000000e7d283e10000,13,25
00000001800000000000008001000000,16,19
00000001800000000000c78201000000,13,26
00000001800000000000c78605000000,13,37
00000001800000000000c78607010000,13,12
00000001800000000042c7c263f70000,13,32
0000000180000000008303e203020000,13,38
00000001800000000083c38203020000,13,4
00000001800000000181c3a663e30000,13,26
000000018000000080c0c7e263e20000,13,24
00000002200000004084cfe1c1000000,13,13
000000022000000080c1e3e1c1000000,13,5
00000003200000000080e380c7622100,13,26
00000003200000008080c1e0c1000000,13,12
0000000340000000004060e0a1e3a000,13,37
00000003400000008001e38081810000,13,26
00000003a00000000000c1c041230100,13,37
00000003c00000000000408001010000,16,26
00000003c000000000204f8003838200,13,26
0000000540000000000383c283830200,13,42
00000006400000000001878183c30000,13,26
00000021000000000083e3c4c1800000,13,10
00000021000000000283e3c2c7800000,13,10
00000021200000000090f0c0c1800100,13,42
00000021400000000000c3c2a3838000,13,42
00000022000000000000c3c1e3402000,13,41
00000023000000000000c3c0e3000000,13,12
00000023000000000002e1c0c3400000,13,12
000000230000000000c1e1c0c3200000,13,44
00000023200000000081e3c0c1605000,13,44
0000002341000000000083c0a0800000,16,42
0000002381000000000083c060200000,16,43
00000023a10000000080c0c040e10000,16,17
00000027630000000000c3c080c30000,16,53
00000041000000000000c38283830000,13,52
00000041000000000000c780c1808000,13,42
00000041000000000000c78283840000,13,30
00000041000000000000c78687810000,13,42
00000041000000000000cf8683860200,13,44
00000041000000000000e180f3e38400,13,53
00000041000000000040c78283830000,13,30
000000410000000000808182c3830000,13,42
00000041000000000080c18283830000,13,42
000000410000000000838382c3000000,13,4
000000410000000000838382c3020000,13,30
000000410000000000a0c08087e20400,13,10
000000410000000000a3c382c3c70000,13,4
000000410000000000c0c18283830000,13,52
000000410000000001010782c3874000,13,52
00000041000000000101c3868f830000,13,31
000000410000000001c0c78287830000,13,30
000000410000000001c2c7a2f3830000,13,2
00000041000000000402e180c1020400,13,44
000000410000000040c0e7a0e3e08000,13,44
00000041000000008080c780c1000000,13,12
00000041000000008080c780c1800100,13,12
00000041000000008080c780c1804000,13,12
00000041000000008080e38285020000,13,12
00000041000000008083e380e1020000,13,10
000000410000000080c3e380e3830300,13,2
000000410000000080e2c380c7838200,13,12
00000041000000008181e782c1220000,13,5
00000041200000008080e780c1000000,13,12
000000412000000080c0e5a283830000,13,12
00000041400000000002828283820000,13,20
000000414000000080c0c78283820000,13,42
0000004160000000000080808180c100,13,42
000000416000000000a0c2a087820200,13,42
00000042200000008081c3a1c1000000,13,10
00000042400000000020cf8183838200,13,13
00000042410000000000818180c18000,13,18
00000042410000000000c08182878000,13,20
000000426100000001078b8582e30000,13,11
000000428000000000000b8543830300,13,38
00000042800000000006078547e70100,13,39
00000042800000000081c1a143a10100,13,21
000000428000000001c1c18101810100,13,37
00000042c10000000001cf8506c70200,13,31
00000042e10000000000808102870100,13,50
00000042e10000000080818102874000,13,21
00000043200000000000e380cfe30400,13,52
000000432000000000c3c1a081800000,13,42
000000432000000080c2f180c3200000,13,12
00000043210000000000e380c2e30400,13,46
00000043400000000020c38083800000,13,45
00000043400000000020ea8c8f820200,13,20
00000043400000000024428083808000,13,42
00000043410000000020c08080800000,13,42
00000043410000000080e3a0a0e0a000,13,52
0000004360000000000081a081830000,13,37
00000043800000000002c18063c38000,13,38
00000043800000000002c18063c38101,13,38
0000004380000000004251a071c20100,13,37
00000043800000000180c18001830000,13,37
00000043a00000000000018041230100,13,19
00000043c00000000000418001830000,13,19
00000043c00000000000e08001020000,13,37
00000043c00000000020c08001020000,13,37
00000043c00000000080c2a033860000,13,38
00000043c000000000a047840f820000,13,19
00000043e00000000000418001030100,13,19
00000043e0000000000041a001830000,13,19
00000045400000000082c38287400000,13,10
00000045800000000000078243830300,13,38
00000046410000000020c28182622000,13,20
00000046600000000000c78187c32300,13,47
00000047600000000000c78087830300,13,42
00000047800000000000838847270200,13,43
00000047800000000002478063c14100,13,19
00000061000000000001c080c1830000,13,42
00000061000000000002e180c1020000,13,12
00000061000000000080c080c1000000,16,12
000000610000000000829392f1c00000,13,12
000000610000000040c3c382c3020000,13,5
00000061200000000080e080c1000000,13,12
000000614000000000c3c38283840000,13,42
00000061600000000088e48281414100,13,12
00000062000000000000838183000000,13,45
00000062400000000020c081a3d70000,13,38
00000062810000000000e28142e70300,13,33
00000063000000000000e380c3200000,13,45
000000634000000000a1c180a3000000,13,10
000000634100000000008380a2850000,13,18
00000063800000000000e28041830300,13,42
00000063800000000000e28041e30300,13,12
00000063c00000000020ce8423820200,13,44
00000063c10000000020ce8422838200,13,20
00000067a300000000c0c0804ce30100,16,12
00000067c00000000005c78023e10000,13,13
00000071000000000080c080d1804000,13,42
000000712000000000d0f080c1000000,13,0
000000712000000000d0f080c1800100,13,0
00000080000000000000000183000000,16,45
00000080000000000000010787c70000,13,51
000000800000000000008343e3000000,13,45
00000080000000000000e34383000000,13,13
000000800000000000404065f3410000,13,43
000000800000000000c1cb4baf830100,13,13
000000800000000000e1c343e3470000,13,0
00000080000000000180e30383000000,13,30
00000080000000000181c161e7c18000,13,3
00000080000000000181e34187800000,13,13
000000800000000001c3cf47c3030000,13,3
000000800000000080038343ef870300,13,54
000000810000000000000402c7c14000,13,45
00000081000000000000e362e7e18000,13,45
000000810000000000010342e7d10000,13,51
000000810000000000014702e3c3e300,13,60
000000810000000000018344e362e200,13,43
00000081000000000001e742f1e10000,13,11
00000081000000000002c140f3e06000,13,25
00000081000000000040c346c1e1c060,13,59
00000081000000000043c342c7e30000,13,11
000000810000000000806172f7914000,13,42
00000081000000000080e260e7800000,13,46
00000081000000000080e34087800000,13,12
00000081000000004090e742f1000000,13,3
00000081000000008041e740c1000000,13,25
000000810000000080c1e740c3c04000,13,25
000000810000000080c1e760e3c04000,13,41
00000081200000000083e342c1e38040,13,37
00000081400000000002e14083830000,13,42
00000081400000000003e362a3834000,13,32
00000081400000000005034283e10204,13,45
00000081400000000040c742a1530600,13,11
00000081400000000080c372a5c0c000,13,12
00000081400000000082070687400000,13,45
000000814000000000c1c74287000000,13,13
00000081400000000101e70281020000,13,42
00000081400000000181e74283000000,13,13
000000814000000083c3e50687000000,13,43
00000081410000000000830282c38001,13,11
00000081410000000000830284400000,13,12
00000081410000000000830284800000,13,22
00000081410000000000e30086c20100,13,12
00000081410000000001e34680830000,13,42
00000081410000000002e36282030000,13,43
00000081410000000005034282e70204,13,51
000000814100000000408750a0c08000,13,18
00000081410000000080030286c70000,13,51
00000081410000000080e24086820200,13,42
00000081410000000080e24286830200,13,42
00000081410000000082070686c70000,13,51
00000081410000000084e54686878200,13,42
00000081410000000201e30080800000,13,13
00000081410000008001e30080800000,13,10
00000081600000000000204081030100,13,42
00000081610000000000e32086c20200,13,12
00000081610000000080e66282850200,13,42
00000081800000000000040241e10000,13,37
00000081800000000000644201e10000,13,45
00000081800000000000c74221000000,13,11
00000081800000000000c7464ba34320,13,60
0000008180000000000223464fe30200,13,46
00000081800000000002e34263e20000,13,44
00000081800000000021c70605874000,13,37
00000081800000000040676265e14000,13,37
00000081800000000040870203020000,13,30
00000081800000000040c74243c4c100,13,11
00000081800000000041870203070000,13,11
00000081800000000080617277f14000,13,45
00000081800000000080c04247eb0200,13,52
00000081800000000080c04267cb8000,13,25
000000818000000000c1c76643404000,13,13
00000081800000000181c34647c34000,13,13
00000081810000000001e34640c34000,13,11
000000818100000000c0c55262e30000,13,13
00000082400000000000834181010000,13,18
000000824000000000010f0583830000,13,38
00000082400000000001810183c10000,13,38
000000824000000000414371a1e10000,13,11
000000824000000001c1c14183000000,13,25
00000082400000008001e30181410000,13,11
00000082400000008001e341a3c3e000,13,52
00000082400000008080c361b1e12000,13,16
000000824000000083c1e10183000000,13,13
00000082800000000000834143c10100,13,25
00000082800000000041617141810100,13,33
0000008280000000004161717181c100,13,21
000000828000000000c1c14143e30000,13,21
00000082800000008001c34141c10101,13,13
00000082c00000000000010103c10000,13,21
00000082c00000000000010503c10000,13,21
00000082c00000000000834103010100,13,43
